ruler,config,block_id,chapter_id,side,role,term_ids,form,start,end,surface,credited,context
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,shadow,registry:reduction,giảm,21,25,giảm,false,Chỉ định `axis=1` sẽ [[giảm]] chiều cột (axis 1) bằng cách cộng các phần tử của tất cả các cột. Do 
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:dimension,chiều,26,31,chiều,true,"Chỉ định `axis=1` sẽ giảm [[chiều]] cột (axis 1) bằng cách cộng các phần tử của tất cả các cột. Do đó, ch"
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:columns,cột,32,35,cột,true,"Chỉ định `axis=1` sẽ giảm chiều [[cột]] (axis 1) bằng cách cộng các phần tử của tất cả các cột. Do đó, chiều "
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,shadow,registry:ones,1,42,43,1,false,"Chỉ định `axis=1` sẽ giảm chiều cột (axis [[1]]) bằng cách cộng các phần tử của tất cả các cột. Do đó, chiều của axis"
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:elements,phần tử,64,71,phần tử,true,"Chỉ định `axis=1` sẽ giảm chiều cột (axis 1) bằng cách cộng các [[phần tử]] của tất cả các cột. Do đó, chiều của axis 1 của đầu vào bị mất trong "
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:columns,cột,87,90,cột,false," sẽ giảm chiều cột (axis 1) bằng cách cộng các phần tử của tất cả các [[cột]]. Do đó, chiều của axis 1 của đầu vào bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:dimension,chiều,99,104,chiều,false,"ều cột (axis 1) bằng cách cộng các phần tử của tất cả các cột. Do đó, [[chiều]] của axis 1 của đầu vào bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,shadow,registry:ones,1,114,115,1,false," bằng cách cộng các phần tử của tất cả các cột. Do đó, chiều của axis [[1]] của đầu vào bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:input,đầu vào,120,127,đầu vào,true,"cách cộng các phần tử của tất cả các cột. Do đó, chiều của axis 1 của [[đầu vào]] bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:shape,hình dạng,141,150,hình dạng,true," của tất cả các cột. Do đó, chiều của axis 1 của đầu vào bị mất trong [[hình dạng]] đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,target,active,registry:output,đầu ra,151,157,đầu ra,true,"ả các cột. Do đó, chiều của axis 1 của đầu vào bị mất trong hình dạng [[đầu ra]]."
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,source,denominator,registry:matrix,matrix,11,17,matrix,true,"Reducing a [[matrix]] along both rows and columns via summation
is equivalent to summing up"
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,source,denominator,registry:matrix,matrix,112,118,matrix,true,"mns via summation
is equivalent to summing up all the elements of the [[matrix]]."
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,source,denominator,registry:rows,rows,29,33,rows,true,"Reducing a matrix along both [[rows]] and columns via summation
is equivalent to summing up all the element"
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,source,denominator,registry:columns,columns,38,45,columns,true,"Reducing a matrix along both rows and [[columns]] via summation
is equivalent to summing up all the elements of the mat"
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,source,denominator,registry:elements,elements,96,104,elements,true,"th rows and columns via summation
is equivalent to summing up all the [[elements]] of the matrix."
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,target,shadow,registry:reduction,giảm,0,4,Giảm,false,[[Giảm]] một ma trận theo cả hàng và cột thông qua phép cộng tương đương với v
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,target,active,registry:matrix,ma trận,9,16,ma trận,true,Giảm một [[ma trận]] theo cả hàng và cột thông qua phép cộng tương đương với việc cộng tất
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,target,active,registry:rows,hàng,25,29,hàng,true,Giảm một ma trận theo cả [[hàng]] và cột thông qua phép cộng tương đương với việc cộng tất cả các phần 
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,target,active,registry:columns,cột,33,36,cột,true,Giảm một ma trận theo cả hàng và [[cột]] thông qua phép cộng tương đương với việc cộng tất cả các phần tử của 
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,target,active,registry:elements,phần tử,94,101,phần tử,true, hàng và cột thông qua phép cộng tương đương với việc cộng tất cả các [[phần tử]] của ma trận.
registry,S1,d2l_preliminaries_linear_algebra_b095,d2l_preliminaries,target,active,registry:matrix,ma trận,106,113,ma trận,true, thông qua phép cộng tương đương với việc cộng tất cả các phần tử của [[ma trận]].
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:mean,mean,30,34,mean,true,"[**A related quantity is the *[[mean]]*, which is also called the *average*.**]
We calculate the mean by div"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:mean,mean,93,97,mean,true,"s the *mean*, which is also called the *average*.**]
We calculate the [[mean]] by dividing the sum by the total number of elements.
In code, we coul"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:mean,mean,212,216,mean,true,"lements.
In code, we could just call the function for calculating the [[mean]]
on tensors of arbitrary shape."
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:average,average,63,70,average,true,"[**A related quantity is the *mean*, which is also called the *[[average]]*.**]
We calculate the mean by dividing the sum by the total number of"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:sum,sum,114,117,sum,true,"s also called the *average*.**]
We calculate the mean by dividing the [[sum]] by the total number of elements.
In code, we could just call the func"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:elements,elements,141,149,elements,true,".**]
We calculate the mean by dividing the sum by the total number of [[elements]].
In code, we could just call the function for calculating the mean
on"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:function,function,183,191,function,true," sum by the total number of elements.
In code, we could just call the [[function]] for calculating the mean
on tensors of arbitrary shape."
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:tensors,tensors,220,227,tensors,true,"
In code, we could just call the function for calculating the mean
on [[tensors]] of arbitrary shape."
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,source,denominator,registry:shape,shape,241,246,shape,true,"st call the function for calculating the mean
on tensors of arbitrary [[shape]]."
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,collision,registry:average | registry:mean,trung bình,31,41,trung bình,false,"[**Một đại lượng liên quan là *[[trung bình]]*, còn được gọi là *average*.**] Chúng ta tính trung bình bằng cách ch"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,collision,registry:average | registry:mean,trung bình,88,98,trung bình,false,"iên quan là *trung bình*, còn được gọi là *average*.**] Chúng ta tính [[trung bình]] bằng cách chia tổng cho tổng số phần tử. Trong mã, chúng ta chỉ cần g"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,active,registry:sum,tổng,114,118,tổng,true,"còn được gọi là *average*.**] Chúng ta tính trung bình bằng cách chia [[tổng]] cho tổng số phần tử. Trong mã, chúng ta chỉ cần gọi hàm tính trung bì"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,active,registry:elements,phần tử,131,138,phần tử,true,"average*.**] Chúng ta tính trung bình bằng cách chia tổng cho tổng số [[phần tử]]. Trong mã, chúng ta chỉ cần gọi hàm tính trung bình trên các tensor c"
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,active,registry:function,hàm,171,174,hàm,true,"ng cách chia tổng cho tổng số phần tử. Trong mã, chúng ta chỉ cần gọi [[hàm]] tính trung bình trên các tensor có hình dạng tùy ý."
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,collision,registry:average | registry:mean,trung bình,180,190,trung bình,false,"hia tổng cho tổng số phần tử. Trong mã, chúng ta chỉ cần gọi hàm tính [[trung bình]] trên các tensor có hình dạng tùy ý."
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,active,registry:tensors,các tensor,196,206,các tensor,true,"g số phần tử. Trong mã, chúng ta chỉ cần gọi hàm tính trung bình trên [[các tensor]] có hình dạng tùy ý."
registry,S1,d2l_preliminaries_linear_algebra_b099,d2l_preliminaries,target,active,registry:shape,hình dạng,210,219,hình dạng,true,"Trong mã, chúng ta chỉ cần gọi hàm tính trung bình trên các tensor có [[hình dạng]] tùy ý."
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,source,denominator,registry:function,function,14,22,function,true,"Likewise, the [[function]] for calculating the mean can also reduce a tensor along the specified"
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,source,denominator,registry:mean,mean,43,47,mean,true,"Likewise, the function for calculating the [[mean]] can also reduce a tensor along the specified axes."
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,source,denominator,registry:tensor,tensor,66,72,tensor,true,"Likewise, the function for calculating the mean can also reduce a [[tensor]] along the specified axes."
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,source,denominator,registry:axes,axes,93,97,axes,true,for calculating the mean can also reduce a tensor along the specified [[axes]].
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,target,active,registry:function,hàm,10,13,hàm,true,"Tương tự, [[hàm]] tính trung bình cũng có thể giảm một tensor theo các trục được chỉ đị"
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,target,active,registry:mean,trung bình,19,29,trung bình,true,"Tương tự, hàm tính [[trung bình]] cũng có thể giảm một tensor theo các trục được chỉ định."
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,target,shadow,registry:reduction,giảm,42,46,giảm,false,"Tương tự, hàm tính trung bình cũng có thể [[giảm]] một tensor theo các trục được chỉ định."
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,target,active,registry:tensor,tensor,51,57,tensor,true,"Tương tự, hàm tính trung bình cũng có thể giảm một [[tensor]] theo các trục được chỉ định."
registry,S1,d2l_preliminaries_linear_algebra_b103,d2l_preliminaries,target,active,registry:axes,trục,67,71,trục,true,"Tương tự, hàm tính trung bình cũng có thể giảm một tensor theo các [[trục]] được chỉ định."
registry,S1,d2l_preliminaries_linear_algebra_b107,d2l_preliminaries,source,denominator,registry:reduction,Reduction,8,17,Reduction,true,"### Non-[[Reduction]] Sum
:label:`subseq_lin-alg-non-reduction`"
registry,S1,d2l_preliminaries_linear_algebra_b107,d2l_preliminaries,source,denominator,registry:sum,sum,18,21,Sum,true,"### Non-Reduction [[Sum]]
:label:`subseq_lin-alg-non-reduction`"
registry,S1,d2l_preliminaries_linear_algebra_b107,d2l_preliminaries,target,active,registry:reduction,giảm,15,19,giảm,true,### Tổng không [[giảm]] :label:`subseq_lin-alg-non-reduction`
registry,S1,d2l_preliminaries_linear_algebra_b108,d2l_preliminaries,source,denominator,registry:axes,axes,61,65,axes,true,"However,
sometimes it can be useful to [**keep the number of [[axes]] unchanged**]
when invoking the function for calculating the sum or me"
registry,S1,d2l_preliminaries_linear_algebra_b108,d2l_preliminaries,source,denominator,registry:function,function,97,105,function,true,"e useful to [**keep the number of axes unchanged**]
when invoking the [[function]] for calculating the sum or mean."
registry,S1,d2l_preliminaries_linear_algebra_b108,d2l_preliminaries,source,denominator,registry:sum,sum,126,129,sum,true,"r of axes unchanged**]
when invoking the function for calculating the [[sum]] or mean."
registry,S1,d2l_preliminaries_linear_algebra_b108,d2l_preliminaries,source,denominator,registry:mean,mean,133,137,mean,true,"es unchanged**]
when invoking the function for calculating the sum or [[mean]]."
